# a day with LA Photographer Daniel Gutierrez -- (Walkie Talkie around the U.S. ep. 8)
# https://www.youtube.com/watch?v=7dgmZX3QPQI
# length 34 min

## DESCRIPTION
The first 500 people to use my link: https://skl.sh/paulieb08241, will get a 1-month free trial of Skillshare premium!

Follow Daniel here: https://www.instagram.com/pleasedontgotohell/

Watch the 1 hour+ extended cut of this video by joining my Patreon community (along with 25+ other extended cuts): https://bit.ly/PaulieBPatreon

Daniel's Gear: 
Fuji XPro 3 (https://amzn.to/3YD9wOp)
Fujifilm XF 18mm f/2 (https://shrsl.com/4mwr5)


--
Do you have film to process? You should send it to the best lab around, Nice Film Club. 
Get 10% off memberships, processing, scanning, film by using code: "NFCPAULIE" 
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub 

--
Buy your next camera at KEH using the link below + get an additional 5% off using code 'PAULIEB24'
https://bit.ly/KEHxPaulieB

You can also sell your gear to KEH and get a bonus 5% back by using code: 'PAULIEB24-SELL'

--
email me here: contact@paulbaldonado.com

mail me stuff here: 
PO BOX 422 
Jersey City NJ 07303

my IG: https://www.instagram.com/paulie.b/

--
Gear used to create this video: 
Video: 
DJI Osmo Pocket 3 (https://amzn.to/3R6Vr7t)
iPhone 15 Pro Max
Mics: 
Rode Wireless Go II (https://amzn.to/3V0QBtt)

--
#streetphotography #fuji #photography

## TRANSCRIPT (seconds  text)
  221  that's it but I do like to walk around
  223  like uh little areas that I've never
  226  really like peeped that or they just
  228  seem a little too far um I you know I've
  231  decided to go there
  233  instead oh
  237  [ __ ] [ __ ]
  241  there it
  245  goes sh one
  252  more what makes you pull the flash out
  254  like there you just pull a flash out so
  256  I'll pull a flash out usually when um if
  258  the if the sun isn't touching anything
  260  or the sun just isn't on the frame I
  262  want or um or just more of just to kind
  266  of uh bring out what I the main subject
  269  out of the Shadows or anything or just
  271  simply just to fill in with the flash
  272  cuz I I will use it sometimes during the
  273  day you know full sun out um just to
  276  kind of fill in like the tiny tiny bits
  278  of Shadows in there but I just used just
  280  to bring out the detail and and flatten
  283  it out my image cuz when I edit my
  285  photos I kind of don't like harsh
  287  contrast in it or I just keep in mind
  289  that I kind of want to edit in a sense
  291  where I want to bring out the detail
  293  later but I also don't shoot with edits
  296  in mind it's just more of a all right
  299  when I when I finalized the images I
  300  will bring out detail later but that's
  303  until later right now I'm just shooting
  305  the editing is later there's always time
  306  for editing there's always time for
  307  shooting when made you get into shooting
  309  more of these Urban Landscapes well it
  311  it kind of started like being bored of
  312  shoo Photography in the sense where uh I
  315  wasn't seeing enough people out to
  316  really do what I really wanted to do or
  319  just or kind of um like step it up cuz
  322  there was no step it was just you know
  323  pandemic hit nobody out everybody was
  325  bored everybody kind of did the same
  327  [ __ ] nothing going on so I just figured
  329  my just [ __ ] touch the the places of
  331  La I've never really touched cuz I was
  332  always shooting either Hollywood Santa
  334  Monica or downtown on the weekend cuz
  337  same thing I have a day job so Monday to
  339  Friday I'm not shooting unless it's
  342  after work why not why not touch the
  343  areas that I've never touched
  345  before and with it make a body of work
  347  out of it or just just keep walking it
  349  or just simply reduce it down to just to
  351  be walking Los Angeles with the camera I
  353  don't know
  354  but it was mainly out of boredom and
  357  just something to shoot just something
  358  to shoot for or just to change it up cuz
  361  I I I don't think I would have been able
  363  to stay in shoot photography or just
  365  doing shoot photos all [ __ ] day or
  367  for at least a rest of my photographic
  368  life or something and also just just to
  370  kind of like also I kind of see
  372  photography kind of like a [ __ ] RPG
  374  game if that makes sense you know you
  376  you you get your stats up in this area
  377  but you also want to get your stats up
  378  in this area or else to become like a
  381  better video game character it is but
  384  that's how I see it you know the street
  386  at least feel like
  388  you're you know good enough or you feel
  391  like you build up some sort of skill or
  392  or you have some sort of uh knowledge of
  395  what you're doing you know you kind of
  397  back up your your work kind talk about
  399  it well could shoot with people or no
  401  people could Sho with a distraction or
  402  no distraction we all have we all have
  404  our different ways to
  406  shoot but with the Landscapes it was
  410  just out of boredom I just had to get
  411  out of my house every time I every time
  413  I stay in my house and I'm not
  414  photographing I don't get depressed but
  417  I feel like I feel like I'm wasting my
  418  day now if I'm not photograph in
  419  anywhere else or at least something
  422  throughout the
  424  day when you when you walk you slow down
  426  there you slow down your your you know
  429  your vision how you see everything when
  430  you're driving you [ __ ] you just
  431  drive past everything but you don't see
  433  any detail even with the bike you go
  435  bike down the street you will see it
  437  slower than a car but you're still
  439  riding by the smaller details and when
  442  you
  443  walk just the slowest way to [ __ ] see
  446  everything slow it down you know you
  448  could reposition yourself
  450  you could uh you could come back
  451  literally any day you want all you got
  453  to do is just find where the [ __ ] he
  454  stood at and stand there again and
  457  that's it what do you do with the
  460  Polaroids throw them in the box like the
  462  rest of the [ __ ] I have that's all it is
  465  I don't know what I'm going to do with
  466  it I've shot so much of it where just in
  468  a [ __ ] box same thing when I shot the
  470  negatives like the 35 mil those shits
  474  are in the bag in the box they're
  476  developed just haven't seen them yet um
  480  I don't really plan to anytime soon not
  483  even letting them Marin it at this point
  485  I'm just I'm just kind of done with
  486  looking at that [ __ ] I also get bored
  489  whenever I keep going through the work I
  490  feel like I repeat scene like the [ __ ]
  492  I've seen once for an instant and then I
  494  guess having to see that same [ __ ]
  496  photo over and over and over again just
  499  see if it works or not thinking that if
  502  it works or not makes me think that it
  504  doesn't work just CU I just keep [ __ ]
  506  looking at it Al one thing that I do
  508  like to um I do like to take away from
  510  the landscape work it's um try to take
  513  away with the cars or try to frame them
  515  in a way where I don't have a car in a
  517  shot I feel like they don't take away
  519  from the work but I feel like some it's
  521  like there's very certain cars where it
  523  doesn't fit the photo I'm not even
  525  saying like a classic car but I'm just
  526  saying there certain cars that their
  527  shape they are doesn't fit the
  530  photo where it just looks too modern or
  534  like the area looks too old when it just
  536  like a [ __ ] random let say Tesla or
  537  some [ __ ] in there it's just like it
  539  just throws it
  544  offering I don't think I got
  548  it for example this area like this area
  551  with all these sort of cars they have
  552  here like it fits my photo but it's like
  554  if I have that [ __ ] red Mustang in it
  555  for some reason it throws it off for me
  558  or I feel like it just wouldn't work
  560  it's such a small element but it's this
  563  little elements that I I feel like are
  565  the details you that I look out for it's
  567  like I think everybody's had a street
  569  photo where like they see the background
  571  they notice this one ugly piece of [ __ ]
  574  and it's just like I hate this [ __ ] or
  576  that one detail just kind of keeps
  578  coming at you or just keeps getting your
  579  attention back that that's how I see
  581  cars in landscape photos or certain
  593  cars what about in terms of inspiration
  596  for lands Urban Landscapes like this
  598  Urban Landscapes well in terms the
  599  landscape number one [ __ ]
  603  Freelander nobody else [ __ ]
  605  Freelander second in line it's got to be
  607  Henry wessell third in line [ __ ] [ __ ] I
  611  don't know but those two guys have
  612  definitely been like top guys for this
  615  work um Lee Freelander specifically I I
  617  love [ __ ] Freelander I own so many of
  619  his bugs um and it's not just the
  623  landcape work for him neither that that
  625  that really um like pulls me into his
  627  work but it's more a Varity like I love
  628  Fortress stuff he does I love the the
  631  pictures he has of like the ones he has
  633  of like all the kids and stuff of the
  635  the party stuff um I really like that
  638  new book real estate I do like how he
  641  kind of makes books like by like
  644  subjects and in the street one which I
  645  don't have but all I'm going to say is
  648  that if you plan to get a Freelander
  650  book you got to get the Momo one the
  652  Momo one is the one I [ __ ] study that
  654  [ __ ] back and forth [ __ ] start from
  657  the back to the front front to the back
  658  whatever
  659  it has everything you got in photography
  661  it has Street work it has portrait work
  663  it has it has landscape [ __ ]
  667  and if you if youve seen a Freelander
  669  landscape you know your [ __ ] brain is
  671  going to melt cuz I don't know how he
  673  does it I still don't know how he does
  675  it what makes it like kind of light you
  677  up just me going one big ass what the
  679  [ __ ] when I go when I look at it for me
  682  just one big ass what the [ __ ] when I
  683  look at [ __ ] that that I like and also I
  685  like a lot of [ __ ] cuz I also like um
  688  listening to a lot of different music
  689  when I shoot um I wouldn't see the music
  693  changes the pace of it but definitely
  695  like um if I see like some Freelander in
  697  the morning I'm definitely going to have
  699  some sort of like little Freelander [ __ ]
  702  stuck in my head or I'll be like oh this
  705  has Freelander on it I'll take a photo
  707  of it blah blah blah but sometimes in
  710  the morning um when I look when I flip
  711  through photo books all that [ __ ] kind
  713  of like sticks to me throughout the day
  716  and I'm always like happy to see if he
  717  pulls out any books cuz it's new stuff
  720  it's new work or it's just new education
  722  that you could get it's kind of just
  723  like when schools get like a new math
  725  book if there's something new in there
  726  you going to learn something new in it
  728  but you know new photo books new [ __ ]
  729  new [ __ ] to learn from new education and
  732  I mean [ __ ] what's the uh what's the
  735  last thing you learn from a Freelander
  736  book [ __ ] Freelander book what one
  738  thing that I I always go back to is is
  740  framing is what he puts in the frame or
  743  or I try to like I try to understand
  746  where he stands or how he stands in
  748  order to get the [ __ ] he say cuz a lot
  750  of this [ __ ] is just like it's just
  752  Street work it it's like if you know how
  755  to if you know how to layer people in
  756  your photos layer layer Textures in
  759  lines or line up [ __ ] or fences or just
  764  anything but I look at a lot of the
  766  light that's what I mentioned earlier I
  768  I wait until there's like a lot of sun
  770  where I bring out the flash cuz I want
  773  like textures everywhere also kind of
  775  like almost like a study of light even
  777  ear you mentioned Henry wife what about
  779  his work does it for you think about it
  782  Henry wle it was more of it by his light
  784  boss about how he photographed the
  786  mundane and I I guess that was more of a
  789  challenge for me CU with trar you go out
  791  in mind I'm going to take photos of
  793  people how exactly you photo those
  795  people you have you never knew how to I
  797  never knew how to [ __ ] photograph the
  798  people but I did it figure out along the
  802  way um I mean I don't know if any of
  805  that [ __ ] is even [ __ ] good anymore
  807  but what's it called
  811  for him it was more of the challenge of
  813  of how the [ __ ] can I photograph
  814  something every day of everyday [ __ ] I
  818  don't know I guess the landscape work
  819  also falls into into like self-discovery
  821  or even like discovering where I live I
  824  mean I've been living here for 24 years
  827  and I and I still feel like I haven't
  829  seen like a percent of of LA or of
  832  anything that I walk through I feel like
  834  I still don't quite understand it which
  836  is perfectly fine in my opinion that's
  837  one thing that I also also goes in hand
  839  with when I kind of like critique my own
  841  photos or other people's photos there's
  843  some questions if I keep getting
  844  questions and questions over the photo
  846  I'm looking at it's not that in the
  847  sense that it's a good photo but it's a
  850  photo that I like there's a dog at the
  854  window it's a photo that I like or or
  857  it's kind of like a movie that a movie
  858  that just keeps getting good and good
  860  and you're just [ __ ] sitting
  861  intrigued sitting there staring at the
  863  [ __ ]
  864  screen that's what I like it's like if
  866  I'm looking at [ __ ] like that which is
  868  like oh what could it be I don't know
  870  man this [ __ ]
  871  everywhere you know it makes sense now
  874  or makes sense later but I like to just
  876  shoot first and ask questions
  879  later I don't like asking [ __ ] now
  882  there's no need to I don't need to find
  884  anwers I guess also that's what keeps
  886  you
  887  curious you know the amount of questions
  890  you have maybe looking for answers but I
  894  I feel like I kind of develop more
  895  questions than I do answers what are
  897  some of those questions that you're
  898  asking yourself right now now but right
  900  now I mean I'm still even asking myself
  902  like where should we in even or like or
  905  if I should walk on the other block or
  907  if I should walk uh or reach across
  909  western or I don't know that's what I
  912  question that's what I question a lot or
  915  like if this [ __ ] bed if this if I
  917  make a photo of this bed will be any
  918  good but sometimes that just take it
  920  take it and then ask the [ __ ]
  922  question later where it work I don't
  923  know I used to like to let my [ __ ]
  924  marinate I still do even with digital
  927  it's funny cuz I I've had a I've had
  929  people like so ask me like oh um you
  931  know now that you're on digital like do
  933  you do you dump your crotch while away
  935  no I don't like at the moment I have
  937  like a little baggie of like maybe like
  939  12 or 11 SD cards of like 128 gigs from
  943  like the past year I'm until now so I'm
  945  sitting on like maybe like 24 20,000
  947  photos from like the last year or sh or
  949  even more I think you ever worried the
  951  backlogs and get too
  954  much I think it should hit too much
  957  because because there's time to shoot
  960  the work there's times to view the work
  961  and there's times to edit the work
  964  sequence
  965  it and then there's times to do that but
  969  nah I I don't really worry about it too
  971  much there's always a time for it and
  973  there's always a time where you do have
  975  to sit down I I mean I've heard people
  977  say oh you know I don't feel good and
  979  that's the time I go sit
  981  down this where this remember remember
  984  how you asked me earlier when I put the
  986  flash what is this one of them there's
  989  too much Shadows on this [ __ ] it works
  991  as it works alone without the flash but
  992  when I flash it it's going to bring out
  994  the detail in the whatever this [ __ ] is
  997  and the background St has a shadow which
  998  is what I'm looking for also one
 1001  purchase work that I love with the Flash
 1003  and that actually got me using flash a
 1004  lot more was a large turnor he's a
 1007  Swedish photographer that he mainly shot
 1009  an MIA 7 with a big ass [ __ ] Flash
 1013  and color film and it [ __ ] works
 1016  amazing but I wish that guy's work blew
 1018  up a lot more than than it did there at
 1021  least a lot more people than you botom
 1024  cuz it's [ __ ]
 1027  important at least to
 1035  me
 1037  good how long ago did you switch to
 1039  digital and do you think making that
 1041  switch allowed you for more exploration
 1043  into these other areas of Photography
 1045  before D answers this question if you're
 1047  looking to go the other way from digital
 1049  to film photography you can easily make
 1050  that jump by finding film photography
 1052  courses from the sponsor of this video
 1054  skillshare skillshare offers easy to
 1056  understand classes like this one from
 1058  fellow YouTuber comic doole in this
 1060  course Mr comic doole goes step by step
 1064  from the very first step of choosing the
 1067  right camera for you and even if you're
 1068  not looking to learn more about film
 1070  photography there's thousands of classes
 1072  on skillshare me myself I'm trying to
 1074  level up my video editing skills luckily
 1077  for video editing skillshare offers
 1078  learning paths which are curated
 1080  sequential class collections that'll
 1082  help me master the art of video editing
 1085  this learning path walks me through the
 1087  basics like setting up a timeline all
 1089  the way through coloring graphics and
 1091  editing Theory I know a lot of
 1093  photographers are also getting to the
 1094  video because of the landscape we're in
 1096  and enjoining skillshare and completing
 1098  one of these learning paths will be
 1100  extremely helpful in putting you on the
 1103  right path to creating videos the way
 1105  you want to skillshare is the largest
 1107  online learning community for creative
 1109  with thousands of classes led by
 1110  industry experts across film
 1112  illustration design freelance
 1115  productivity and way more SK share can
 1118  help you take your career your skills
 1120  your hobbies your passions or side
 1122  hustles to the next level so here's your
 1124  opportunity to join the skillshare
 1125  community the first 500 people to use
 1128  the link in the description of this
 1129  video will receive a one Monon free
 1131  trial of skillshare Premium you've got
 1133  nothing to lose join now and level up
 1134  your skills okay let's get back to the
 1136  video Let's Hear What Daniel has to say
 1138  about switching from film to digital I
 1140  switched to digital maining cuz when I
 1142  had the m6 I I um my Elmer [ __ ] went
 1147  face like it went lens first basically
 1149  there was just part in the lens that
 1151  that holds the front element that was
 1153  like loose I couldn't tight in it and it
 1155  was going to cost me like $1,000 to
 1156  repair and I was just kind of just like
 1160  I need a job I'm broke I'm running out
 1163  of money so I just I just scrapped all
 1166  the film [ __ ] went digital found a guy
 1168  in Hawthorne that had a xpro 3 for sale
 1171  I think it came with like a 23 mil it
 1173  was like a 35 mil equivalent and that's
 1175  it that's right answer the second part
 1177  if it lets me be like more if it gives
 1179  me more opportunities like more creative
 1181  yes I got past oh I'm shooting on film
 1184  kind of have to make it count also it's
 1186  like um I mentioned earlier I could
 1189  actually see what I'm photographing well
 1190  since I switch to Fuji I have a evf so
 1193  in my evf I could see the exposure I
 1195  could see what it is and also I could
 1196  switch to evf to Black and White so
 1198  unlike the Leica the Leica you're
 1200  technically seeing the viewfinder in
 1202  your world in color 100% of the time cuz
 1204  there is no there's no screen in there
 1206  it's just [ __ ] glass and now that I'm
 1208  actually able to see what I'm looking at
 1210  in black and white I actually have more
 1213  thought in what I'm shooting it because
 1215  I could see what it is before it hits my
 1217  computer or before it hits the the time
 1220  where I should need to go through the
 1221  work eventually what photo books for you
 1223  are like the Bible where like they've
 1225  had like a really good really big impact
 1227  on your photography and how you kind of
 1230  go about it so I think in general one
 1232  Bible I think I think anybody should
 1234  have or at least view it's a freelanders
 1237  m book by Peter uh what's his name gesi
 1240  that big ass yellow book get that [ __ ]
 1242  that's like one definitely like ones you
 1244  could definitely like learn out of you
 1245  could definitely flip through it and
 1246  learn something out of in any sort of
 1248  way cuz the book contains like 60 years
 1251  of his photography dude you know I mean
 1253  I've only been doing it for seven years
 1254  and so far I've only done stre
 1256  photography and Landscape but when you
 1257  see some food that's beening doing it
 1258  for 60 years he has [ __ ] little TVs
 1261  he has all the landscape [ __ ] [ __ ] from
 1264  the mountains F from the deserts his
 1266  travels and it's kind of just like
 1268  that's what I want to do I want to do
 1269  everything and shoot photos of
 1271  everything and everywhere I think that's
 1274  what I get out of Freelander the most
 1275  he's able to shoot photos everywhere and
 1277  and of everything that's being talented
 1279  I
 1280  think talented are at least just [ __ ]
 1283  genius I I go through I wouldn't say I
 1285  go through phases but I go through um
 1288  like weeks where I kind of just get I
 1291  kind of just get stuck on something like
 1294  if it's like a song If it's an album I
 1296  have it on repeat so like right now this
 1298  week uh in terms of right now uh I think
 1302  I had um I for I can't pronounce his
 1305  last name but his name is it's either
 1306  David friend or David David like FR this
 1309  four collection book of um gas stops you
 1311  photograph it was photographing nothing
 1313  but gas stations for like for a few
 1315  years all all over all over America and
 1318  and the book is separated in four books
 1320  of uh you know like north south west
 1323  east it's really interesting could you
 1326  see the change of the environment the
 1328  change of light the change of um how
 1331  even like their gas stations are
 1333  designed and you just see the different
 1335  type of people that he slips into the
 1336  photographs and it's just like all right
 1339  that's that's all of America right just
 1341  imagine one city you're in how it could
 1343  be divided from here here here here and
 1345  how it could all change and come
 1346  together depending how you show it do
 1348  you talk about the LA photography
 1351  Community as a whole your experience
 1354  with it and like how it's changed since
 1356  you first started so I feel like there
 1359  there might not be a whole lot of a
 1361  community and um it's very separate here
 1365  there's there's no groups there's
 1367  nothing like that but I I have a group
 1370  of friends that I hang out here uh a
 1373  friend and I started uh his name is jet
 1374  Lara he started him and I started doing
 1377  like large prints at
 1379  at the public library in Downtown LA
 1381  they do it for free and you only get
 1383  like one per week and I've been doing
 1385  like a 36x 24 photograph every week for
 1388  the past like two months I think um with
 1391  him we've been trying to get like a few
 1394  people com come back around and mainly
 1395  him cuz he he kind of likes to talk to
 1398  uh like other photographers and stuff
 1400  but yeah there's not a whole lot of a
 1402  community here uh in terms of she
 1404  photography I mean I've only I've only
 1406  know what's ad ey What's uh
 1409  uh what's it called my friend Justin Yun
 1411  uh homie Rob everybody knows Rob um
 1415  Brian I met a bunch of other guys but it
 1418  just been throughout the years nothing
 1421  nothing where like like I see them every
 1423  like every week or I see them like every
 1425  now and then um it's at this point is
 1428  more of like we see each other what we
 1430  do cuz like so far into Fatar if you
 1432  we're already doing like all the
 1433  different [ __ ] where
 1435  um it's not like we've all gone our
 1437  separate ways but
 1438  but we're all just doing different [ __ ]
 1441  like we all can be doing the same thing
 1443  and that's what I talked to them about
 1444  like we also can be doing the same [ __ ]
 1447  which is okay I guess it kind of makes
 1448  people kind of go in their own bubble or
 1451  kind of just let them focus a bit more
 1453  on what they're doing because you know
 1455  because it's just you know there's that
 1456  war there there's no worry of like oh
 1458  [ __ ]
 1459  Community it's okay I I think it's okay
 1462  but at the end of the day just to work
 1463  you know whose work I I also really
 1466  enjoy looking at I forgot to mention
 1468  earlier his name is Philip perks and
 1470  there's this very specific book of his
 1471  called the sadness of men that book
 1472  pretty much has Street photo and
 1474  Landscape work Allin one there's just
 1476  something about that book that just it
 1477  just keeps you flipping through it you
 1479  end it you go back to the first page you
 1481  keep flipping through it flipping
 1481  through it flipping through it and I was
 1483  using that book also a lot when I was um
 1486  uh making the little booklet I made kind
 1487  of recent that was the book I was stuck
 1489  on that was the book that I was kind of
 1491  just like sucking as much information as
 1493  I can out of reading this [ __ ] all over
 1495  and over again what about La
 1497  photographers like who like what bodies
 1499  of work that are specific to La do you
 1502  think more people should know about so I
 1505  I think anything from like Robert Adams
 1506  i i i Robert Adams made a [ __ ] ton of
 1509  landscape work here in Los Angeles um
 1513  you know anything win Grand made in La I
 1515  think it's important to see CU there is
 1517  a different uh different look that he
 1519  had in terms of when when he shot LA and
 1520  then when he shot New York cuz also he
 1522  shot in two different time periods time
 1524  periods of his life too Anthony
 1526  Hernandez there you go that's his
 1527  [ __ ] name he did he has a photo book
 1530  out through Mac from uh from his work in
 1532  Bly Hills I think back like in the 80s
 1534  or some [ __ ] he just shooting Street
 1536  work in Bly Hills um he has work of like
 1541  out by like the LA River I think he was
 1543  photographing like the objects that
 1546  homeless people had or like object
 1549  they'll leave behind or something like
 1551  that about you what's your vision with
 1552  your work or goals that you may have
 1557  it's to stick with the
 1558  you know shoot the photos first and ask
 1560  questions later but also um just I think
 1564  it's more of just
 1565  self-discovery than just discovery of
 1567  what else I could find
 1569  or is it truly possible to be be someone
 1574  that could go anywhere any place any
 1577  camera and just photograph that's my
 1580  goal but in terms of the work I mean
 1583  [ __ ] I think the work could just end up
 1584  anywhere if it lives in boxes in my room
 1587  that's fine if it lives on Instagram
 1590  that's fine if it goes to galleries cool
 1593  if I make books out of if I make one two
 1596  10,000 I don't care cool I think for me
 1600  as long as I'm actually physically able
 1602  to actually make the work matters to me
 1606  to still be able to go out physically be
 1608  able to go out because i' I I've already
 1610  I've said it I think to my family I'm
 1612  like you the day that comes where I just
 1614  can't photograph is the day where I
 1615  physically can't move or yeah that's the
 1616  only thing that could stop me from from
 1618  at this point cuz without photography
 1620  I'm just bored without photography I'm
 1622  just some some person that probably just
 1624  lays around all day never sees grass or
 1626  some [ __ ] there's also the one thing I
 1627  like about walking these neighborhoods
 1629  you're able to you have more freedom of
 1631  where you can walk at you walk in the
 1633  sidewalk I mean off you know off the
 1635  sidewalk on the other side of the street
 1638  not have to really worry about [ __ ] in
 1639  your way people in your way are really
 1641  bothering anybody cuz they don't really
 1644  I don't think people really come out of
 1646  their house to look out the window
 1648  anymore or like hang out outside anymore
 1651  which I think is sad cuz I actually did
 1652  pick up recently the stage story book
 1655  the new one through this R uh where it
 1657  was just like there's a bunch of like
 1660  Street photographs people pretty much
 1661  hanging out outside like in the 80s I
 1663  think and I think she did all that work
 1665  when she was just like very young like
 1667  barely starting out as a photographer
 1670  and somehow someone that barely started
 1671  as a photographer or like in in doing
 1674  assignments just were [ __ ] amazing
 1676  there's just one photo that I think I
 1678  think might be a perfect photo it was a
 1680  photo of a guy with with just his head
 1682  at the very bottom of the frame there's
 1683  like a [ __ ] string at top of him it
 1685  looks like a landscape photo at first
 1686  but as soon as you look at the bottom of
 1688  the frame you just see a guy you're just
 1689  like oh [ __ ] it's a street photo but if
 1691  you forget the guy and you keep go up
 1693  more it's a landscape photo for me it's
 1694  a photo of The Best of Both Worlds
 1696  landscape and Street photo perfect photo
 1699  I don't know but I [ __ ] stayed on
 1701  that page for a good minute when I when
 1703  I got it
 1713  how did you get into black and white
 1714  like I guess I guess when you were doing
 1715  film shooting film you were only
 1717  shooting black and white film but now
 1718  moving to digital you're still only
 1720  editing in black and white I'm lazy I'm
 1724  just simply [ __ ] lazy to stay home
 1725  and edit dude I like sitting there
 1727  tweaking [ __ ] sliding bars I just hate
 1729  doing all that [ __ ] I just like the
 1731  shooting part I love the simple fact of
 1733  just that that's just what I like the
 1735  most I think that's what I take more
 1737  more joy out of than anything else but
 1740  um to get back to like the black and
 1742  white question it's also laziness and
 1743  also
 1745  um oh
 1747  [ __ ] I I just found it a lot more like
 1750  free like it feels a bit more free to
 1752  shoot in black and white and it doesn't
 1754  color um cuz I feel like the black and
 1756  white can strip down the color so you
 1758  strip down one layer of an extra layer
 1761  to worry about in your photograph cuz
 1762  you know how there's some there's some
 1764  photographs where you know they're about
 1766  the color and there's some photographs
 1768  where they're just simply shot in color
 1772  does it needo make sense in color maybe
 1774  not but it just depends who you asking
 1776  CU like Also earlier you mentioned them
 1778  influences um stepen Shore for example
 1780  is a perfect example of color also eglon
 1783  is a perfect example of color I [ __ ]
 1784  look at the work all the time Stephen sh
