# Photographing L.A. with Adali Schell -- Walkie Talkie around the US  ep 6 / Los Angeles
# https://www.youtube.com/watch?v=lXjlicEMJt0
# length 79 min

## DESCRIPTION
Follow Adali: https://www.instagram.com/advli
Adali's site: adalischell.com

Adali's Gear: 
Leica M4 (https://shrsl.com/4lkka)
Makina 67 (https://shrsl.com/4lkhp)

Like, comment, subscribe? 

Watch 40 more minutes of this video by joining my Patreon community (along with 25+ other extended cuts): https://bit.ly/PaulieBPatreon


--
Have film to process? You should send it to the amazing team at Nice Film Club. I even have a discount code for you. 
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub
https://bit.ly/NiceFilmClub

Get 10% off your first order (including memberships!) with code 'NFCPAULIE' 

--
Support the channel by buying my latest zine: 
https://bit.ly/NOTASWEKNOWIT_ORDER

--
email me here: contact@paulbaldonado.com

mail me stuff here: 
PO BOX 422 
Jersey City NJ 07303

my IG: https://www.instagram.com/paulie.b/

--


Gear used to create this video: 
DJO Osmo Pocket 3
iPhone 15 Pro Max
Rode Wireless Go II 

--
#photography #streetphotography #filmphotography

## TRANSCRIPT (seconds  text)
  406  real when I say goats of goats I mean
  409  this lady I'm also going to mispronounce
  411  her name a German woman Karen aania
  414  Mueller so good she's taken like some of
  418  my favorite photos of ever seen in my
  420  life all La work cuz I'm going to keep
  422  repping it um oh my goodness 6X seven
  426  I'm really kind of taking some notes off
  428  of her right now in a way that I'm like
  430  honestly a little insecure I'm like
  431  ripping her off um I'm trying to make it
  434  different but she got up into these
  436  really high Vantage points and made
  439  these incredibly like almost like
  442  chilling kind of distopian pictures of
  445  Los Angeles which of course we imagine
  447  to be as this sunshine city um and she's
  452  coming in as this German woman who's not
  454  from here and and has the most
  456  unbelievable attention to it there's a
  459  few photos I have to show you that are
  461  in here that I think about every day of
  462  my life so good and again like I think
  466  this is very like this is veryy within
  469  the world of street photography it's
  470  taking a step back and instead of making
  472  it about some gesture about someone's
  474  face she's asking so many questions
  477  through the camera and I think that's
  478  something that I feel so inspired by
  480  where's the okay here we go this is like
  483  the picture of all pictures
  486  um my good friend SL Mentor slfa figure
  491  Richard
  491  Sandler once told me years ago that he
  495  believes the best photos to be ones that
  496  ask the most questions not necessarily
  499  ones that answer them but ask and I
  501  think she is so great at that those are
  504  my guys her Billingham Sultan Mandel
  508  Chris verine
  510  Jing
  512  Brum liser
  515  fatti yeah those are
  518  that I mean this isn't all of it but
  522  these are some of the archives which I'm
  526  like redoing right now entirely um had a
  529  hard a year ago get stolen out of my car
  531  and I lost like 800 rules that I had
  534  archiv dated perfectly chronologically
  537  stored and so I'm going back I couldn't
  538  look it in for year but I'm going back
  540  and I'm totally redoing it if anyone's
  542  watching this who's starting to take
  544  pictures don't [ __ ] yourself like I have
  547  and please just get a bin start having a
  552  system for yourself because you'll pay
  554  for it in the long run I am paying for
  557  it right now so these are like ink work
  560  prints I've been making as I'm
  562  experimenting with C printing also with
  564  ink Che these are Ohio photos some of
  567  these have never been seen up until this
  569  poly be Lu it's my grandfather Yeah I
  573  mean you know I was doing street
  574  photography for so many well so many I
  577  mean not that many years because there's
  579  [ __ ] people that been doing it longer
  581  than I've been aive um I've been taking
  584  Street photos to me long enough to where
  586  I realized that like maybe uh not to
  589  come off already like so uh guns blazing
  592  but like maybe my interest wasn't street
  593  photography
  595  initially maybe it was developing The
  598  Reflex that the street showed me of
  601  responding to things really quickly and
  602  also just becoming good enough with the
  604  camera to where and Zone focus and know
  606  my light know just know my light without
  607  a meter just in my eyeballs already I
  610  have it boom this this this and like my
  613  would said this really profoundly into
  614  some video I saw him a long time ago on
  616  YouTube um that like looking at his
  620  contact sheets showed him a map of his
  623  Curiosities I really respond to that and
  626  I feel like having that training maybe
  628  as a street photographer has like led me
  631  go you know to like my mom's house in
  633  the midwest my grandfather's house um
  636  that's been really really valuable I
  638  think for me as a photographer but it
  639  took making a lot of street photography
  642  to um to I think get to that place these
  646  are color transparencies slide film that
  649  I have
  650  digitized and have printed and these are
  653  also just kind of experiments not
  655  necessarily like trying to do anything
  657  with these and uh these I guess are more
  659  car photos that I didn't see until much
  662  longer after that story published I
  664  guess I should probably talk really
  666  about this CU these are a lot of car
  667  photos I'm in an extremely fortunate
  670  position to be um balancing my personal
  673  work which I've been doing for you know
  675  like most of my life actually uh to
  678  commission to work and that started by
  681  the grace and trust and ultimate um the
  685  ultimate Eve Lions who has been an
  688  incredible person person in my life and
  690  who really took a shot on me she's an
  691  editor at the New York Times for those
  693  who don't know she'd worked with a lot
  695  of people whom I admired for a really
  697  long time shout out dannyel Arnold shout
  699  out Andre Wagner
  701  specifically and we got in touch and she
  705  we kind of hit it off and she wanted to
  707  make the story about community and I
  710  basically pitched her this work about my
  712  friends and the way that I'd packaged
  714  that was about my like young La friends
  718  getting their first cars I was 20 21
  721  when I started working for the times and
  723  I spent like an entire summer just
  726  basically having an excuse to hang out
  727  with my friends and trying to get our
  730  cars just loaded up with friends who are
  732  dating and in love and it was just great
  735  and um just going on road trips
  737  constantly and pointing the camera at
  739  them these photos didn't make it again
  741  these were slides but um I could show
  743  you that story actually let's just take
  745  a pivot over here and I we'll do it like
  748  this these are some of the photos that
  749  ran um this is currently becoming a book
  752  right now hopefully I believe and uh
  756  also an exhibition but yeah these were
  759  published in the times and some of these
  763  um yeah it it was it was a really really
  766  exciting thing to do because I it was
  768  just totally natural with the work I was
  770  making and um honestly it was through
  773  watching like Daniel make work and it
  775  was through watching a lot of people
  776  whom I really admired make work like oh
  778  man these great photographers who I love
  781  are making this really uncompromising
  783  work for Publications for commercial
  784  clients for the New York Times for
  786  whoever and they're doing it in their
  788  exact style like they're not it's not
  790  someone making Beautiful film photos on
  792  the side and then picking up a digital
  796  camera and working in a you know white
  797  backdrop Studio it's like they're doing
  799  exactly what they do and I think that
  802  really gave me the encouragement to like
  804  basically make a vow to myself I'm going
  806  to be a working photographer it has to
  808  be exactly how I make my own work and
  811  that's kind of happening one other photo
  813  this is an inkjet print of a slide that
  816  I shot that I'm quite happy about and
  818  this is kind of sparking a whole new
  820  body of work uh made from the bicycle
  823  which is a big part of my practice
  825  riding around La in Golden hour and
  827  racing towards the light or against it
  829  whatever um I don't know I feel like oh
  833  like I don't want to really say this but
  834  I feel like I might be becoming like
  836  slightly a self-hating photographer and
  838  I'm like look at a lot of more paintings
  840  and just I don't know reimagining like
  842  what is it that I want to do with the
  843  camera before was about you know it was
  845  about you know quick moments and a photo
  848  here and a photo here and maybe
  850  something quickly here the winter Grand
  852  uh and that's really transformed into
  854  something I don't know just more maybe a
  856  little more contemplative or like
  857  something a little more introspective or
  859  mindful um maybe that's cuz I've like
  863  you know I've like gone to a I've got a
  865  very fortunate to have a college
  867  education from a multi-disciplinary
  868  school where I was like grilled for
  870  being a
  871  photographer um yeah I've just I mean
  874  I've looked at a lot of other work
  875  recently and the photographs that are
  877  really successful to me the things that
  879  are really calling me like of course
  881  I'll always love you know winrs whatever
  885  LAX or figments of whatever that book is
  887  called or Steins or eglon I mean these
  891  guys are always always on my mind but I
  893  don't know I'm I think it's becoming
  896  more about composition and about form
  899  less about strangers less about moments
  901  like that and more about Chris re said
  903  this beautifully in a video online I am
  906  becoming much more interested in
  908  photographing what I already know um
  911  also like I mean who cares about
  913  photography like let me let's get to
  916  like the real the real goats like how
  919  could we not have already
  922  discussed Mike Davis City of Courts I
  925  mean this is what it's really about like
  928  uh I sorry to sound so pretentious but
  930  like I'm trying to make work out Los
  933  Angeles and there's great books on the
  935  city there really great like kind of
  937  anthropological books this book is so so
  941  so good this came out very recently Rose
  944  cr's Baldwin is everything
  947  now this
  949  is the 67 I've been using makina plel
  954  awesome camera basically a 6x7 Leica
  958  with bellows it extends like this like I
  961  mentioned kind of earlier I do a lot of
  964  cycling around the city and uh this is a
  966  great cycling camera because it folds up
  969  like this and the center of gravity is
  972  just super like right here it's not like
  974  bouncing around or falling forward or
  977  falling
  978  backwards it's really good come on
  982  in this is my my green machine my veggie
  987  oil powered
  989  Chinese restaurant burger restaurant
  992  powered Mercedes that was my father's
  995  that I bought from him come on right
  998  this
  999  [Music]
 1005  way well first go check out going to
 1007  take Paulie to kind of where I grew up
 1009  East Hollywood Los vas
 1011  adjacent um go show you some of my
 1014  favorite spots to shoot there that I
 1017  kind of have been these very familiar
 1018  lifelong place places I go move around
 1020  from there head a little more East maybe
 1022  head a little more North dropped on my
 1026  50 um yeah should be good pop out when
 1032  we feel like it how often you go into
 1033  these places like this place you grew up
 1036  all the time I mean it's very
 1039  close I spent four years living outside
 1042  of Los Angeles as a
 1045  teenager and those years were not the
 1048  best years of my
 1050  life I ended up moving back at 18 went
 1053  to this great high school for my senior
 1055  year and just came right back into touch
 1058  with the version or maybe the person
 1060  that I knew myself to be with the city
 1062  that I felt the most curious in and the
 1065  most like myself
 1067  within so my I hope my word kind of
 1069  maybe carries that too like this isn't
 1072  just some place I moved to I've been
 1074  cultivating a relationship with LA for
 1076  you know since I was born I'm lucky to
 1078  have been born in a place that so many
 1080  people moved to check this
 1084  out early on you know some years ago
 1087  when I was really peeking off street
 1090  photography off the Vivian Meer
 1092  documentary off Daniel Arnold's
 1094  Instagram and these things uh I felt
 1097  just suffocated in the car like I wanted
 1099  to be in the world I wanted to be on the
 1101  street I wanted to find those bikes I
 1104  wanted to make those kinds of pictures
 1106  and um the car was like this cage that
 1110  like literally inhibits those kinds of
 1112  pictures from happening and those kinds
 1114  of relationships from being made and it
 1116  was very frustrating because yes it's
 1118  downtown Los Angeles and yes there
 1119  Venice Beach and yes there Santa Monica
 1121  and yes there Hollywood Boulevard but I
 1125  don't know I shot I shot all those
 1126  places a hell of a lot and I was left
 1128  with photos that weren't really Los
 1130  Angeles they were photos of Venice and
 1132  of Hollywood and of downtown and that's
 1134  great but I wanted to make work that
 1136  felt more like this place for all of the
 1139  different kinds of lives that an
 1141  Angelino can live and for all the
 1144  different kinds of opportunities that
 1146  the landscape can present and that I Los
 1148  Angeles is so so so massive unlike New
 1151  York there isn't like there's so many
 1153  pictures that come to mind when I think
 1155  New York there's so many photos that
 1157  that's it that's New York City right
 1159  there
 1160  and besides like winterr shot on
 1162  Hollywood and Vine with the three women
 1165  walking and the light coming like this
 1168  there weren't really many La photos that
 1170  did that I guess I'm relating this
 1172  struggle of making like some kind of
 1174  quintessential Los Angeles work to the
 1177  car which then as of like two years ago
 1180  I realized like okay let me try to
 1181  conquer this insecurity and let me try
 1183  to really like reclaim this obstacle
 1186  that is I mean obstacle it's also a tool
 1188  but this obstacle that is the car and
 1191  you know what I started what I started
 1195  doing was photographing inside the car
 1197  not looking out on the windows not
 1198  trying to make street photography but
 1200  you know getting getting my getting my
 1203  boys in the car and trying to photograph
 1205  my life at that time photographing just
 1208  my life which was youthful and whatever
 1211  those motifs and that felt really honest
 1214  and really exciting again that's that
 1215  first car story that was in the New York
 1217  Times but that was that was after having
 1220  this kind of strenuous relationship with
 1222  the car and not knowing how to wrestle
 1224  with it yeah and I've just been trying
 1226  to use what I have like anyone and you
 1228  know I think the car just like the
 1230  bicycle are both I mean they're both
 1232  vehicles but they're also they're like
 1235  extensions of my life and of the camera
 1237  they're just as important and I think
 1239  depending whatever method I'm taking
 1241  photos on just like whatever camera I'm
 1243  using how how am I getting to the place
 1245  to take that photo am I is it from the
 1247  car if it's from the car well then I'm
 1249  parking and I'm getting out or I'm
 1251  shooting within it or outside of it the
 1253  bicycles you know lock the bike up and
 1255  go run around or literally shoot while
 1257  I'm moving on the bike
 1260  um those are all huge factors in the
 1262  work and you know even to a point where
 1264  I kind of Will Group the pictures based
 1267  on well these are car pictures these are
 1268  bike pictures how long have you been
 1270  shooting we mentioned you've been like
 1272  in it for a while now and you're only
 1274  what 22 23 22 years old 22 so when did
 1278  you start when I
 1281  was I can't remember the exact age I
 1284  think right when I got to middle
 1286  school I my mom bought and iPod Touch
 1290  which was kind of this thing at the time
 1292  like iPod Touch third generation or
 1294  whatever I don't really remember yeah um
 1297  and that had a digital
 1300  camera and while I use film and I'm
 1305  romantic about that process again I
 1308  think this is a my wit's quote or idea
 1311  uh the Brilliance of the digital camera
 1314  end of being I was born in 2001 so the
 1316  Brilliance of that time is that
 1319  photography wasn't this kind of closed
 1322  off thing that you had to pick up an old
 1324  film camera and have this whole thing
 1326  about the Brilliance of the digital
 1328  camera is
 1329  that
 1332  um anyone could Discover It cell phones
 1335  and iPods and iPads and there's all
 1338  these digital cameras it was just
 1339  available available in a way that film
 1341  cameras weren't so I remember when I got
 1343  my first iPod Touch I would just Spam
 1347  the photo button like like I'd be in the
 1349  backseat of this car just looking out
 1350  the windows that don't roll down just
 1352  like shooting through window reflections
 1354  of billboards and of trees and lights
 1357  and shadows and whatever uh and I gosh I
 1360  wish I had that iPod still I of course
 1362  don't have those photos weirdly I was
 1365  just talking to my grandfather about
 1366  this and um he recounts it in a way that
 1370  I couldn't even really remember um just
 1373  about like I guess my maybe
 1374  compulsiveness with taking the pictures
 1377  and also that um he told me the story
 1380  that like the default photos on the iPad
 1382  they're like beautiful yosity and these
 1384  things he said they didn't impress me
 1386  and that I was tilting the horizons so
 1389  yeah I don't know I don't I don't like
 1390  so many people I don't really think it's
 1392  necessarily been about the picture I
 1395  don't think it's been about creating
 1397  this beautiful photograph to share
 1399  online or print or whatever it's just
 1402  been and this is also like a Daniel idea
 1405  that I so relate to it's about my
 1408  version of maybe something that he's
 1409  echoed in the past it's just about the
 1412  fear of every day and how honestly
 1415  overwhelming life can be and you know
 1418  where's my camera doing this hiding my
 1422  face behind a black box which we confuse
 1426  with being some truthful decree of life
 1429  and some yes this is my way of seeing no
 1432  it's not this is your way of hiding this
 1435  is too much for me so having black uh
 1437  borders I mean I'm using a rangefinder
 1439  so now really but having a little
 1442  rectangle of life around utter blackness
 1445  in the viewfinder is like very cathartic
 1449  and going to places on the streets is
 1451  like the ultimate example I'm a part of
 1453  life I'm a part of this I'm a part of
 1456  humanity I'm here I am participating
 1458  with my camera what I initially believed
 1461  to be a way of engaging and a way of
 1465  participating I then realized as a very
 1468  like maybe cowardly oh no I'm hiding and
 1472  if I was really participating I wouldn't
 1474  feel the
 1475  need I wouldn't feel the need to pick up
 1477  a camera I guess my point is that I had
 1481  this very like touchy Earth moment of
 1485  realizing oh snap um this isn't
 1488  Brave this isn't this isn't
 1492  about uh
 1495  somehow affirming my existence this is
 1498  is about this is this is a this is a
 1500  nervous really nervous weird it's it's
 1504  bizarre it's totally bizarre and I used
 1505  to think when I'd be out on the street
 1507  or with my family if I would if someone
 1509  didn't want their photo i' be like oh
 1510  you don't get it like this is you don't
 1512  understand my intentions this is a
 1514  beautiful thing this isn't a creepy
 1515  thing it's totally creepy it's like
 1518  totally the weirdest most nervous thing
 1521  ever they're right it's totally it's who
 1525  are we to be taking so many photos why
 1527  are we doing this it's so and we're in a
 1530  time of AI where this is happening
 1532  anyways we are in the intersection of
 1533  Wilton and Santa Monica which is very
 1537  close to where I grew up East Hollywood
 1540  um this spot means something to me I
 1541  think we should get out and maybe walk
 1543  around here actually oh this building
 1545  this used to be a Sears I'm going to
 1546  make a a legal
 1549  uturn
 1552  um this used to be a Sears building
 1554  behind us that had closed uh and I've
 1557  been photographing in it's kind of
 1560  evolution this is kind of interesting
 1563  um it's been like a place it's I think
 1566  it's like kind of abandoned um it's been
 1569  tagged and now there's a black tarp
 1571  around this is behind us the building
 1573  but
 1574  um have a photos of it from a whole
 1577  bunch of different
 1579  years
 1585  um cool
 1588  yeah so I when I had moved back to Los
 1591  Angeles I kind of intuitively was just
 1593  tending to the places that I already
 1595  knew and that I grew up in and try to
 1597  make pictures that maybe felt like I
 1599  don't want to use the word nostalgia but
 1602  that felt like the experiences and the
 1604  feelings of the place that I had growing
 1605  up and then having been removed from
 1606  that place for a number of years was
 1608  painful I was a teenager and it was a
 1610  very important time time in my life and
 1612  I was kind of denied what I most loved
 1615  and being able to come back with the
 1617  camera has been a very like empowering
 1619  way of rediscovering the place and
 1622  re-entering the
 1626  society uh I'm going to try to maybe
 1629  make a picture
 1645  here so what are you photographing I
 1648  can't tell you it's just this I don't
 1650  well I just think I'm oh we should turn
 1652  the corner and I'll show you something
 1653  else interesting um again like I
 1656  apologize to your viewers because I
 1658  really thought I would be running around
 1660  with a Leica doing this my whole life
 1662  but I'm looking at like these things and
 1665  trees and I don't know it's becoming
 1667  much more like textural in a way that
 1669  I'm like almost embarrassed about I'm
 1671  trying to be like accepting of
 1675  [Applause]
 1681  [ __ ] man see like this is the thing man
 1684  I'm I'm taking pictures of like trees
 1687  and I don't think they're going to be
 1688  very good but I feel I have
 1693  to I've also been C Printing and I'm
 1695  thinking about making like negatives
 1697  that will print nicely which is a whole
 1699  new way I'm thinking about
 1704  photography just like trying to make
 1706  really dense dense dense dense pictures
 1708  and like I don't know these trees are so
 1710  bizarre and the way they like telephone
 1712  lines and like these kind of beautiful
 1715  hand painted signs or like these
 1716  custommade storefronts kind of fit into
 1719  them again probably not going to be very
 1721  good work
 1725  but going to try this one more time
 1747  ah yes this is me reloading my Leica
 1752  M4 cting film inside of
 1758  it when you have days when you're
 1760  driving around yeah what makes you stop
 1763  and to a location like when you get to a
 1765  location what makes you stop and want to
 1767  walk around that spot well that's kind
 1769  of the thing you know admittedly mostly
 1772  the ways I'm working these days like
 1774  doing this kind of work is from the bike
 1775  cuz it's much easier um but I mean that
 1779  being said of course I stopped in the
 1780  car too and I can't I don't know it's
 1783  just when when I have the feeling and
 1784  when it's good
 1786  enough there's times where it's like I'm
 1788  sure you relate there times where I'm
 1789  like oh yeah it's good but I'm not going
 1791  to stop and there times I'm like oh [ __ ]
 1793  I got to pull over I also just kind of
 1796  know where I'm interested in from
 1798  photographing I mean I'll shoot Anywhere
 1800  But like I know the places that have
 1803  this stimuli that I'm interested in
 1808  and they like my they like my camera
 1810  shirt this is a camera I started taking
 1812  photos on the nrat I mean it look I
 1814  think it's the nrat I might be wrong
 1818  [Applause]
 1823  um I've taken this photo before of this
 1825  truck
 1834  so I was telling Paul earlier too
 1839  like yes I'm interested in pictures and
 1842  I'm interested in my relationship to it
 1844  and of the way that it fits into some
 1846  history of great picture makers and
 1847  whatever art or whatever but I'm really
 1851  more interested in the place that I'm
 1853  from Los Angeles and photo this
 1856  monocular tool is an incredible
 1859  instrument and vessel to subscribe
 1862  myself to in an attempt to reveal
 1865  something also in that book Rose Baldwin
 1867  I have it written on the back of a
 1869  camera that I just gave to a teacher of
 1871  mine um he wrote in his book submit and
 1874  be revealed which I think is like the
 1877  ultimate the ultimate photographic idea
 1881  it's not about oo I want this it's about
 1885  all right let me get over my fears and
 1888  get over myself
 1890  and you know put myself into this camera
 1893  and see what happens it's very spiritual
 1895  very I don't know it's something outside
 1897  of myself and it's not like not to sound
 1900  so pretentious per se
 1902  but it's not like I want to go take
 1905  photos today it's like an urge that I
 1908  can't control i h I have to go I have to
 1911  go get on my bicycle even if I'm sick
 1913  it's like it's [ __ ] up or even if I'm
 1915  in class I'll leave it's like terrible
 1922  I mean that's really the feeling and
 1923  I've had that feeling for a long time oh
 1924  I never finished your question earlier I
 1927  got an iPod
 1929  Touch at 11 years old and I started
 1933  photographing kind of constantly through
 1935  the
 1936  window one thing leads to another I get
 1938  a more proper digital camera like a
 1940  shitty Canon EOS I watch a Vivian my
 1943  documentary like 13 14 years old my dad
 1945  showed it to me cuz he heard about it
 1947  and after it I turned to him and I said
 1951  I know what I'm going to do now and I
 1953  was in downtown the next day on a
 1955  telephoto awful crazy but like man I've
 1959  been a I've been about this ply like
 1962  Fast Forward 17 I find my dad's old
 1965  ncran and I look at this camera I I
 1968  didn't know what film was I had no idea
 1970  and I open it up and I advance and I
 1973  hear the sound the pull and the snap and
 1976  I watch the aperture expand and I watch
 1979  the shutter speed change at different
 1982  Paces I had no idea what a camera was I
 1985  just it was just something on the phone
 1986  I didn't know I did
 1989  a dark room program at the School of
 1992  Visual Arts in New York off 23rd in
 1994  between 2nd and 3rd this like pre- high
 1997  school program at like 16 17 years old
 1999  with this great Professor Ellen
 2000  wallenstein shout out at this sbaa dark
 2004  room program I met perhaps the most
 2007  inspirational
 2009  formative photographer that I've ever
 2011  known still to this day this great
 2012  photographer by the name of Colleen
 2014  comes photographer from dayon Ohio 40
 2017  minutes from where my mom lives this
 2021  crazy eccentric
 2023  [ __ ] super super
 2026  interesting person in this
 2029  program one night we were hanging out
 2032  and she had bleeding off of the table
 2035  onto the floor 4x6 Walgreens you know
 2038  colored pictures and it was photos she
 2041  shot of her adolescence growing up in
 2044  dayon it was taken on toy cameras
 2046  disposable cameras expired film like 20
 2049  maybe 16 17 blew my mind into thousands
 2054  and thousands of people forget Vivian
 2056  Meyer forget Helen Le it it's Colleen
 2059  [ __ ] Coles they did no that photos
 2063  could feel this way and it wasn't
 2068  you know it was like uh it was like
 2071  Colleen's best friend and their partner
 2074  sleeping on a couch or lighting
 2076  fireworks in the middle of the street
 2079  like it's just incredible
 2082  incredible so real and so
 2086  honest and photographing what she knew
 2088  and for years still still today I am
 2091  thinking about that work and I mean that
 2094  inspired me to to turn to my friends to
 2095  turn to my life that's just a half ass
 2099  impression of Colleen can you talk about
 2101  the New Paris work sure uh I mean
 2105  like without revealing too much that's a
 2108  personal project it's about my mom and
 2110  this very formative experience she's
 2113  having post divorce some kind of hectic
 2115  [ __ ] that happened in my family my
 2118  family broke up I was like 17 at the
 2120  time literally like 2 months before that
 2123  SVA program so I got that SVA program
 2126  let me just say that gave all the tools
 2128  I needed that was like okay Trix
 2131  micromount 24 mm lens or color film
 2133  whatever take it to samies to get
 2135  develops uh I I understand it I
 2138  understand the camera a little bit I
 2139  understand what an aperture is and what
 2142  what it does and the aperture and ISO I
 2144  like I had it
 2146  already and then immediately following
 2149  that this huge quake in my life family
 2152  splits
 2153  up was intense was really intense kind
 2156  of also right before before that had
 2158  just lost her mother and her father my
 2160  grandfather Charles fell into a
 2164  declining
 2165  health and she moved back home she
 2167  wanted to care for him she wasn't there
 2168  for her mom's passing which was this
 2171  very big thing for her she'd also my mom
 2176  who is you know has an a hugely
 2178  extensive family Network in the
 2181  midwest she next to like maybe one other
 2184  guy in the family an uncle is like the
 2187  only person to really have left New
